"magnitude","rating","score","text","ts","bot_percentage","profileimage"
"","","","","","0","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_400x400.jpg"
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","RT  This week50 years since Dr Martin Luther King Jr was killed and  sat down with a group o","1522832758.0","",""
"0.699999988079071","0.4899999833106996","0.699999988079071","Incredible to have a Chicago team in the Final Four Ill take that over an intact bracket any day Congratulations ","1521972271.0","",""
"0.6000000238418579","0.36000002861023006","0.6000000238418579","Michelle and I are so inspired by all the young people who made todays marches happen Keep at it Youre leading ","1521891467.0","",""
"0.699999988079071","0.4899999833106996","0.699999988079071","Our most important task as a nation is to make sure all our young people can achieve their dreams Weve started th ","1521476298.0","",""
"0.800000011920929","0.6400000190734865","0.800000011920929","In Singapore with young people who are advocating for education empowering young women and getting involved all o ","1521452402.0","",""
"0.699999988079071","0.4899999833106996","0.699999988079071","41 I like the competition And the loyalty to the home team  44 ","1521139938.0","",""
"0.30000001192092896","0.09000000715255752","0.30000001192092896","Congrats to  and Sister Jean for a lastsecond upset  I had faith in my pick","1521135962.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","Just because I have more time to watch games doesnt mean my picks will be better but here are my brackets this ye ","1521038579.0","",""
"0.800000011920929","0.6400000190734865","0.800000011920929","Have fun out there among the stars ","1521019739.0","",""
"0.0","0.0","0.0","Four years ago  and I had the privilege to host Lt Cmdr Dan Cnossen and his fellow Paralympians an ","1520858561.0","",""
"0.800000011920929","0.6400000190734865","0.800000011920929","I got my start holding community meetings in Chicago so it was fun to be home for one tonight Michelle and I want ","1519766921.0","",""
"0.8999999761581421","0.8099999570846563","0.8999999761581421","Young people have helped lead all our great movements How inspiring to see it again in so many smart fearless stu ","1519295444.0","",""
"0.800000011920929","0.6400000190734865","0.800000011920929","Billy Graham was a humble servant who prayed for so many  and who with wisdom and grace gave hope and guidance t ","1519210984.0","",""
