"magnitude","rating","score","text","ts","bot_percentage","profileimage"
"","","","","","0","http://pbs.twimg.com/profile_images/570440108424171520/QuGYd7jH_400x400.png"
"0.0","0.0","0.0","We are ready to go into the battlefield The BJP will once again win with majority under the leadership of PM Modi ","1522992272.0","",""
"0.0","0.0","0.0","RT  The  Solio MPV was first spotted testing in India a month before the AutoExpo2018Full details here htt","1522992035.0","",""
"0.800000011920929","-0.6400000190734865","-0.800000011920929","Modi government is a government for the poor and for the farmers BJP chief  Watch LIVE ","1522991841.0","",""
"0.699999988079071","0.4899999833106996","0.699999988079071","Top stories now on  NDTVTopStories ","1522990862.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","Apple said to be developing screens that let you control your phone without tapping or swiping ","1522990800.0","",""
"0.0","0.0","0.0","South Korean court jails former President Park GeunHye for 24 years over bribery  ","1522990749.0","",""
"0.0","0.0","0.0","Army helicopter makes an emergency landing in Tamil Nadus Vellore reports news agency ANI ","1522990572.0","",""
"0.0","0.0","0.0","RT   vs   2018 starts with clash of titans IPL IPL2018","1522990528.0","",""
"0.4000000059604645","-0.16000000476837162","-0.4000000059604645","Facebook apologises after Myanmar groups blast Zuckerberg  ","1522990358.0","",""
"0.0","0.0","0.0","RT NDTV 2018 Commonwealth Games IndoPak rivalry set to light up hockey competitionindvspakcwg2018 indiaCWG2018READ htt","1522990185.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","RT  Sensex closes 30 points higher Nifty settles at 10331 pharma stocks lead gains","1522989952.0","",""
"0.0","0.0","0.0","RT  After Blackbuck Verdict Stars Spotted At Salman Khans Home Malaika Arora Sonakshi Sinha Sneha Ullal ","1522989940.0","",""
"0.0","0.0","0.0","At the centre of our galaxy theres a Black hole party  ","1522989833.0","",""
"0.5","0.25","0.5","Sacrifice for the nation sacrifice for the nations security and integrity are the part of the BJPs DNA says U ","1522989141.0","",""
"0.10000000149011612","0.010000000298023226","0.10000000149011612","RT  Preity Zinta In Jodhpur Where Salman Khan Is Jailed True Friendship Says Twitter  ","1522988966.0","",""
"0.0","0.0","0.0","RT  We take a look at how  Freestyle and  Ignis compare on paper in terms of looks features safet","1522987902.0","",""
"0.30000001192092896","-0.09000000715255752","-0.30000001192092896","RT  IPL2018 Team Profile Star studded  hope to forget dismal last seasonREAD  https","1522987709.0","",""
"0.8999999761581421","-0.8099999570846563","-0.8999999761581421","RT  Facebook Acknowledges It Deleted Messages Mark Zuckerberg Sent","1522987624.0","",""
"0.800000011920929","-0.6400000190734865","-0.800000011920929","RT NDTV Indian weightlifter SaraswatiRout fails to lift 78kg in all three attempts in snatch exits womens 58kg competitionGC","1522987482.0","",""
"0.699999988079071","0.4899999833106996","0.699999988079071","Top stories now on  NDTVTopStories ","1522987246.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","UP man bites off brothers nose attacks father after denied money for alcohol  ","1522987201.0","",""
"0.5","0.25","0.5","2018 Commonwealth Games  Heres a look at latest medal tally on Day 2 of GC2018 CWG2018Track LIVE updates here ","1522987070.0","",""
"0.5","0.25","0.5","RT   2018 Team Profile  look to  for success IPL IPL2018","1522986925.0","",""
"0.0","0.0","0.0","JustIn  Clashes erupt along GazaIsrael border as protests begin news agency AFP","1522986833.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","15 years after Saddam Husseins fall Iraqi hopes fade  ","1522986732.0","",""
"0.0","0.0","0.0","Chinese double amputee Xia Boyu to climb Everest after ban revoked ","1522986661.0","",""
"0.0","0.0","0.0","RT NDTV GC2018 AmitPanghal of India beats Tetteh Sulemanu of Ghana with a 50 score in Mens 4649kg Round of 16gc2018boxing","1522986599.0","",""
"0.0","0.0","0.0","Nepal Prime Minister K P Sharma Oli arrives in India trade deficit connectivity likely on agenda ","1522986250.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","RT   2018 Team Profile  Hyderabad the relentless competitors IPL2018 IPL","1522986031.0","",""
"0.0","0.0","0.0","India Singapore to explore new areas of cooperation during PM Modis June visit  ","1522985842.0","",""
"0.30000001192092896","-0.09000000715255752","-0.30000001192092896","Punishment too harsh Excricketer Shoaib Akhtar on friend SalmanKhan BlackBuckPoachingCase ","1522985838.0","",""
"0.0","0.0","0.0","India Singapore to explore new areas of cooperation during PM Modis June visit  ","1522985735.0","",""
"0.6000000238418579","-0.36000002861023006","-0.6000000238418579","WATCH  Protest vs protest in parliament BJP MPs to fast Congress boycotts tea  ","1522985677.0","",""
"0.10000000149011612","0.010000000298023226","0.10000000149011612","Chanda Kochhars brotherinlaw arrives early on Day 2 of CBI questioning  ","1522985655.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","A group of farmers in Tamil Nadus Trichy partially buried themselves in the sand on the banks of Cauvery river pr ","1522985600.0","",""
"0.0","0.0","0.0","RT NDTV GC2018 DipikaPallikal of India loses her womens singles round of 16 match 311 611 211 to Englands Alison Waters","1522985381.0","",""
"0.4000000059604645","-0.16000000476837162","-0.4000000059604645","RT  Missing Review The brilliance of Tabu and  make a flawed film gripping writes Saibal Chatterjee  3 Sta","1522985376.0","",""
"0.30000001192092896","0.09000000715255752","0.30000001192092896","RT NDTV CommonwealthGames 2018 India outclass Scotland 50 to enter mixed team badminton quartersGC2018badminton cwg2018 R","1522985231.0","",""
"0.0","0.0","0.0","Lead story now on  NDTVLeadStory ","1522984922.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","How this town got stuck with 10 million pounds of human poop  ","1522984857.0","",""
"0.20000000298023224","0.040000001192092904","0.20000000298023224","RT  HP has announced its new ZBook convertible and laptops The devices are meant for creative professionals ","1522984618.0","",""
"0.4000000059604645","-0.16000000476837162","-0.4000000059604645","RT   offers an intrip insurance cover to its users across all categories viz cabs auto kaalipeeli and ericksha","1522984486.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","WATCH  For Cauvery board Tamil Nadu farmers partially bury themselves in sand  ","1522984331.0","",""
"0.4000000059604645","-0.16000000476837162","-0.4000000059604645","Man found beheaded in Kashmir orchard 2 days after kidnapping by Lashkar  ","1522984208.0","",""
"0.0","0.0","0.0","RT NDTV GC2018 Indias JoshnaChinappa wins the GC2018Squash womens singles round of 16 match vs Tamika Saxby of AustraliaLi","1522983864.0","",""
"0.699999988079071","0.4899999833106996","0.699999988079071","Top stories now on  NDTVTopStories ","1522983629.0","",""
"0.0","0.0","0.0","Why Donald Trump went after Jeff Bezos Two billionaires across a cultural divide ","1522983600.0","",""
"0.0","0.0","0.0","RT NDTV GC2018Squash womens singles round of 16 DipikaPallikal of India faces Englands Alison WatersGC2018 Live https","1522983575.0","",""
"0.0","0.0","0.0","DeepakLather claims bronze gives India fourth weightlifting medalGC2018 CWG2018Track LIVE updates here ","1522983541.0","",""
"0.0","0.0","0.0","RT  Another night in jail for Salman Khan Tweet us your views   ","1522983361.0","",""
"0.0","0.0","0.0","RT NDTV GC2018Squash womens singles round of 16 Indias JoshnaChinappa takes the second game 118 vs Tamika Saxby of Australia","1522983323.0","",""
"0.0","0.0","0.0","Watch  First impressions of Irrfan Khans Blackmail ","1522982868.0","",""
"0.0","0.0","0.0","RT NDTV GC2018 Indias JoshnaChinappa wins the first game of round of 16 womens singles match 116 against Tamika Saxby of Aus","1522982799.0","",""
"0.0","0.0","0.0","RT  HP Upgrades ZBook Lineup for Professionals","1522982516.0","",""
"0.5","-0.25","-0.5","RT  OnePlus 6 Alert Slider to Offer Slide to Focus Option Hints Company ","1522982307.0","",""
"0.0","0.0","0.0","RT NDTV GC2018 Indias JoshnaChinappa takes on Tamika Saxby of Australia in the Womens Singles Round of 16GC2018Squash Li","1522982282.0","",""
"0.5","-0.25","-0.5","Drunk man jumps into pool full of crocodiles Arm ripped off but survives ","1522982280.0","",""
"0.0","0.0","0.0","RT NDTV India trounce Malaysia in womens hockey gc2018 GC2018hockey ","1522982251.0","",""
"0.0","0.0","0.0","RT  1st ODI Smriti Mandhana hits Sophie Ecclestone for a 6  522 94 Ov INDWvENGW  ","1522982206.0","",""
"0.800000011920929","-0.6400000190734865","-0.800000011920929","A Japanese woman tried to save a mans life in the sumo ring but was ordered away for being unclean ","1522982201.0","",""
"0.0","0.0","0.0","RT  1st ODI After 100 Ov India Women 522 Smriti Mandhana 29 30b Harmanpreet Kaur 0 0b INDWvENGW ","1522982196.0","",""
"0.8999999761581421","0.8099999570846563","0.8999999761581421","RT  5 Essential Post Workout Recovery Foods ","1522982110.0","",""
"0.8999999761581421","-0.8099999570846563","-0.8999999761581421","RT  PNB Fraud Government Asks Hong Kong To Arrest Nirav Modi","1522982100.0","",""
