"magnitude","rating","score","text","ts","bot_percentage","profileimage"
"","","","","","0","http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_400x400.png"
"0.8999999761581421","-0.8099999570846563","-0.8999999761581421","Two guinea pigs and a cat belonging to former Russian spy Sergei Skripal poisoned in a nerve agent attack in the U ","1522992082.0","",""
"0.10000000149011612","0.010000000298023226","0.10000000149011612","A former Georgia city official dropped the Nword while pushing for Confederate History Month at a city meeting ","1522991695.0","",""
"0.5","-0.25","-0.5","When she was just 3 years old she disappeared on a busy street in China 24 years later she finally had an emotio ","1522991137.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","Disgraced former South Korean President Park Geunhye found guilty in corruption case and sentenced to 24 years in ","1522988706.0","",""
"0.20000000298023224","0.040000001192092904","0.20000000298023224","I realized yes I have a paralyzed vocal cord but I also have a second chance of lifeJoseph Sakran was 17 wh ","1522988141.0","",""
"0.10000000149011612","0.010000000298023226","0.10000000149011612","Special counsel Robert Muellers prosecutors reveal that theyre using information related to the searches of Paul ","1522987627.0","",""
"0.699999988079071","-0.4899999833106996","-0.699999988079071","UFC star Conor McGregor was charged with three counts of assault and one count of criminal mischief after an allege ","1522987004.0","",""
"0.0","0.0","0.0","Trump will not be the first President to deploy National Guard troops to assist in border security  in fact both ","1522986528.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","A jury awarded 30 million in compensatory damages to a man who got cancer after decades of using talcum powder Hi ","1522985571.0","",""
"0.0","0.0","0.0","These are the Central American migrants crossing Mexico in a caravan  ","1522983710.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","US Vice President Mike Pence recalled recently meeting the US Air Force Thunderbird pilot who was killed in a train ","1522981826.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","Yes Facebook is scanning your messages  ","1522980524.0","",""
"0.699999988079071","-0.4899999833106996","-0.699999988079071","Female medics were asked to stop treating a collapsed official because women arent allowed in sumo rings ","1522979857.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","RT  BREAKING Disgraced former South Korean President Park Geunhye found guilty in corruption case and sentenced to 24 years in pris","1522978582.0","",""
"0.699999988079071","0.4899999833106996","0.699999988079071","The worlds largest singledomed tropical greenhouse is coming to France  via  ","1522978143.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","Is the President a racist Senator Tim Scott told CNNs Don Lemon that President Trump is not racist but can b ","1522977568.0","",""
"0.10000000149011612","0.010000000298023226","0.10000000149011612","The urban farms greening Paris  via  ","1522977200.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","RT  Republican strategist  says EPA chief Scott Pruitts recent media interview was so bad he made Betsy DeVos look","1522977115.0","",""
"0.8999999761581421","-0.8099999570846563","-0.8999999761581421","RT  Sen Tim Scott tells CNNs  that he doesnt believe President Trump is a racist Can he be racially insensitive","1522977057.0","",""
"0.5","-0.25","-0.5","When she was just 3 years old she disappeared on a busy street in China 24 years later she finally had an emotio ","1522976577.0","",""
"0.6000000238418579","-0.36000002861023006","-0.6000000238418579","Six human rights activists in Vietnam have been sentenced to between seven and 15 years in jail  a move condemned ","1522976420.0","",""
"0.800000011920929","-0.6400000190734865","-0.800000011920929","In 2014 a 23yearold woman with cerebral palsy was allegedly gangraped and thrown from a rooftop A Human Righ ","1522975564.0","",""
"0.4000000059604645","-0.16000000476837162","-0.4000000059604645","Ultimate Fighting Championship star Conor McGregor turned himself in Thursday evening after an alleged bus attack h ","1522974906.0","",""
"0.0","0.0","0.0","The island paradise of Boracay is shutting down temporarily over concerns the Philippine islands famous beaches an ","1522974744.0","",""
"0.4000000059604645","-0.16000000476837162","-0.4000000059604645","Malaysian Prime Minister Najib Razak announced the dissolution of parliament on Friday officially kicking off elec ","1522974364.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","Why is President Trump suddenly in a rush to get out of Syria Could the answer  lead us back to Russian Presid ","1522973763.0","",""
"0.0","0.0","0.0","Director Steven Spielberg says casting a female to play the iconic role of Indiana Jones could actually become a re ","1522972867.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","The personal data and payment information of Sears and Delta Air Lines customers may have been exposed in a data br ","1522971963.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","Yes Facebook is scanning your messages  ","1522971067.0","",""
"0.20000000298023224","-0.040000001192092904","-0.20000000298023224","An Illinois town has banned assault weapons The penalty if you keep one Up to 1000 a day ","1522970163.0","",""
"0.10000000149011612","-0.010000000298023226","-0.10000000149011612","A selfstyled sex coach who claims to have insider knowledge of Moscows attempts to meddle in the US election has ","1522969265.0","",""
